tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
212,GadgetCoSupport,False,Wed Aug 30 00:54:40 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,211
213,cust163,True,Sun Jun 04 23:38:17 +0000 2023,"@GadgetCoSupport locked out of my account after too many tries, need help asap",214,
214,GadgetCoSupport,False,Sat Jul 29 04:14:52 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,213
215,cust25,True,Tue Oct 03 04:56:21 +0000 2023,"Hey @GadgetCoSupport my order #419149 still hasn't arrived, it's been 17 days now",216,
216,GadgetCoSupport,False,Tue Jul 18 16:30:59 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,215
217,cust168,True,Fri Sep 08 22:24:54 +0000 2023,requested a refund last week for #715870 and heard nothing back,218,
218,GadgetCoSupport,False,Fri Jul 28 10:11:06 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,217
219,cust61,True,Mon Feb 20 13:22:27 +0000 2023,"package for order #327823 arrived completely smashed, box was crushed",220,
220,GadgetCoSupport,False,Fri Oct 06 23:28:38 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,219
221,cust117,True,Wed Apr 19 23:21:49 +0000 2023,requested a refund last week for #389282 and heard nothing back,222,
222,GadgetCoSupport,False,Wed Jan 11 01:50:29 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,221
223,cust18,True,Sat Oct 28 07:51:45 +0000 2023,what are your store hours on weekends @GadgetCoSupport,224,
224,GadgetCoSupport,False,Sun Apr 30 11:57:44 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,223
225,cust139,True,Fri Mar 31 04:00:08 +0000 2023,@GadgetCoSupport do you guys ship to Canada?,226,
226,GadgetCoSupport,False,Sat Jan 14 04:47:55 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,225
227,cust45,True,Fri Jan 27 04:36:54 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #717457,228,
228,GadgetCoSupport,False,Fri Aug 04 19:09:15 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,227
229,cust132,True,Sun Aug 20 18:20:39 +0000 2023,"Hey @GadgetCoSupport my order #599380 still hasn't arrived, it's been 16 days now",230,
230,GadgetCoSupport,False,Mon Apr 24 22:23:43 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,229
231,cust123,True,Mon Aug 07 03:55:50 +0000 2023,"package for order #580292 arrived completely smashed, box was crushed",232,
232,GadgetCoSupport,False,Sat Sep 09 16:08:58 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,231
233,cust17,True,Sun May 21 22:43:50 +0000 2023,"Hey @GadgetCoSupport my order #437758 still hasn't arrived, it's been 21 days now",234,
234,GadgetCoSupport,False,Fri Oct 27 19:57:54 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,233
235,cust117,True,Mon Feb 20 04:09:56 +0000 2023,why was I charged $42 more than the listed price on #726410,236,
236,GadgetCoSupport,False,Tue Oct 10 07:49:43 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,235
237,cust103,True,Sat Feb 18 11:22:46 +0000 2023,"got the wrong item entirely, ordered X got Y. order #533914",238,
238,GadgetCoSupport,False,Mon Aug 07 11:22:43 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,237
239,cust24,True,Fri Feb 17 15:43:26 +0000 2023,"@GadgetCoSupport locked out of my account after too many tries, need help asap",240,
240,GadgetCoSupport,False,Sun Feb 19 13:34:03 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,239
241,cust85,True,Sun Jul 30 12:52:26 +0000 2023,@GadgetCoSupport do you guys ship to Canada?,242,
242,GadgetCoSupport,False,Sat Aug 05 01:52:23 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,241
243,cust130,True,Tue Mar 21 23:54:39 +0000 2023,"shoutout to @GadgetCoSupport support team, really appreciated the help today",244,
244,GadgetCoSupport,False,Mon Sep 04 08:09:52 +0000 2023,This made our day! Thank you for the kind words 💙 ^AK,,243
245,cust30,True,Sat Oct 21 08:14:03 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,246,
246,GadgetCoSupport,False,Tue Aug 08 20:25:26 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,245
247,cust47,True,Thu Jun 08 12:22:21 +0000 2023,"just wanted to say thanks @GadgetCoSupport, support fixed my issue super fast!",248,
248,GadgetCoSupport,False,Thu Jun 29 00:13:20 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,247
249,cust37,True,Thu Feb 16 19:18:51 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #693830,250,
250,GadgetCoSupport,False,Fri Apr 21 13:41:48 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,249
251,cust185,True,Wed Oct 18 21:42:28 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #265055",252,
252,GadgetCoSupport,False,Mon Feb 13 01:54:55 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,251
253,cust114,True,Wed Sep 06 22:06:10 +0000 2023,"Hey @GadgetCoSupport my order #806707 still hasn't arrived, it's been 4 days now",254,
254,GadgetCoSupport,False,Tue Aug 15 15:04:47 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,253
255,cust73,True,Wed Sep 27 11:13:45 +0000 2023,"@GadgetCoSupport I want to return order #461939, how do I start that",256,
256,GadgetCoSupport,False,Tue Jan 24 08:01:43 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,255
257,cust55,True,Thu May 11 10:32:18 +0000 2023,"@GadgetCoSupport I want to return order #108060, how do I start that",258,
258,GadgetCoSupport,False,Sat Jun 17 04:22:06 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,257
259,cust137,True,Thu Sep 14 20:20:33 +0000 2023,"@GadgetCoSupport where is my order?? placed it 6 days ago, nothing",260,
260,GadgetCoSupport,False,Sat Jul 01 02:37:27 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,259
261,cust20,True,Sun Oct 22 15:37:47 +0000 2023,"@GadgetCoSupport I want to return order #557409, how do I start that",262,
262,GadgetCoSupport,False,Sat Oct 21 14:43:28 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,261
263,cust6,True,Wed Mar 29 22:30:18 +0000 2023,why was I charged $56 more than the listed price on #403578,264,
264,GadgetCoSupport,False,Thu Aug 24 13:10:28 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,263
265,cust103,True,Sat Jul 22 11:17:48 +0000 2023,"Hey @GadgetCoSupport my order #355135 still hasn't arrived, it's been 15 days now",266,
266,GadgetCoSupport,False,Fri Jun 23 08:04:01 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,265
267,cust136,True,Wed Jun 28 12:46:59 +0000 2023,"still waiting on my refund for order #180089, it's been 18 days",268,
268,GadgetCoSupport,False,Fri Mar 17 08:36:08 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,267
269,cust195,True,Sat Apr 01 22:51:46 +0000 2023,"package for order #306854 arrived completely smashed, box was crushed",270,
270,GadgetCoSupport,False,Sun Sep 10 16:53:31 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,269
271,cust161,True,Sun Mar 19 16:00:40 +0000 2023,is there a student discount available,272,
272,GadgetCoSupport,False,Sat Feb 04 17:04:22 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,271
273,cust15,True,Sun Sep 17 02:42:04 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #935012",274,
274,GadgetCoSupport,False,Thu Jun 08 16:48:41 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,273
275,cust166,True,Sun Sep 17 13:59:54 +0000 2023,"@GadgetCoSupport the thing I bought stopped working after like 2 days, order #486649",276,
276,GadgetCoSupport,False,Fri Aug 25 21:07:44 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,275
277,cust83,True,Thu Sep 14 05:29:33 +0000 2023,"@GadgetCoSupport the thing I bought stopped working after like 2 days, order #571579",278,
278,GadgetCoSupport,False,Wed Feb 01 16:24:10 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,277
279,cust166,True,Sat Jan 21 09:01:12 +0000 2023,"package for order #849014 arrived completely smashed, box was crushed",280,
280,GadgetCoSupport,False,Sun Aug 13 15:59:55 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,279
281,cust100,True,Fri Jun 23 21:46:06 +0000 2023,"got the wrong item entirely, ordered X got Y. order #481574",282,
282,GadgetCoSupport,False,Fri Jan 27 22:58:11 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,281
283,cust174,True,Fri May 26 09:10:29 +0000 2023,"@GadgetCoSupport I can't log into my account, keeps saying wrong password",284,
284,GadgetCoSupport,False,Sat Mar 18 12:08:14 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,283
285,cust34,True,Thu Jun 08 20:20:59 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #466813,286,
286,GadgetCoSupport,False,Wed Jul 12 23:25:43 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,285
287,cust166,True,Mon Sep 18 13:10:25 +0000 2023,what are your store hours on weekends @GadgetCoSupport,288,
288,GadgetCoSupport,False,Tue Jan 10 13:12:06 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,287
289,cust58,True,Tue Mar 21 02:48:34 +0000 2023,"still waiting on my refund for order #458332, it's been 17 days",290,
290,GadgetCoSupport,False,Thu Jun 01 03:40:56 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,289
291,cust153,True,Mon Mar 20 05:54:26 +0000 2023,"@GadgetCoSupport the thing I bought stopped working after like 2 days, order #794083",292,
292,GadgetCoSupport,False,Mon Apr 03 22:44:45 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,291
293,cust106,True,Tue May 02 16:10:22 +0000 2023,what are your store hours on weekends @GadgetCoSupport,294,
294,GadgetCoSupport,False,Fri May 26 16:20:41 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,293
295,cust95,True,Fri Aug 25 10:15:32 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #424500,296,
296,GadgetCoSupport,False,Sat Jul 15 18:18:36 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,295
297,cust65,True,Mon Sep 04 13:30:55 +0000 2023,"got the wrong item entirely, ordered X got Y. order #956572",298,
298,GadgetCoSupport,False,Wed Oct 11 03:44:06 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,297
299,cust70,True,Wed Sep 20 05:21:53 +0000 2023,"@GadgetCoSupport I was charged twice for order #398910, please fix this",300,
300,GadgetCoSupport,False,Sat Aug 12 03:20:21 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,299
301,cust7,True,Sat Jan 28 14:26:04 +0000 2023,"@GadgetCoSupport love the new product, best purchase this year",302,
302,GadgetCoSupport,False,Fri Sep 15 13:36:55 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,301
303,cust82,True,Wed Jun 21 05:19:02 +0000 2023,"Hey @GadgetCoSupport my order #493124 still hasn't arrived, it's been 9 days now",304,
304,GadgetCoSupport,False,Sun Mar 12 01:23:40 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,303
305,cust115,True,Fri Feb 10 00:41:30 +0000 2023,requested a refund last week for #829884 and heard nothing back,306,
306,GadgetCoSupport,False,Fri May 12 07:51:06 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,305
307,cust78,True,Wed Jan 25 08:40:52 +0000 2023,is there a student discount available,308,
308,GadgetCoSupport,False,Thu Aug 03 23:15:48 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,307
309,cust153,True,Thu Sep 21 20:56:12 +0000 2023,is there a student discount available,310,
310,GadgetCoSupport,False,Thu May 04 05:13:38 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,309
311,cust147,True,Thu Apr 06 03:07:01 +0000 2023,"@GadgetCoSupport I want to return order #744674, how do I start that",312,
312,GadgetCoSupport,False,Tue Sep 26 13:07:45 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,311
313,cust163,True,Tue Jul 11 09:14:06 +0000 2023,"Hey @GadgetCoSupport my order #509420 still hasn't arrived, it's been 17 days now",314,
314,GadgetCoSupport,False,Mon Jan 09 13:00:05 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,313
315,cust189,True,Fri Mar 10 01:36:51 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,316,
316,GadgetCoSupport,False,Fri Jun 30 19:52:47 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,315
317,cust162,True,Sat Mar 11 02:17:50 +0000 2023,"still waiting on my refund for order #970720, it's been 16 days",318,
318,GadgetCoSupport,False,Wed Aug 23 01:20:47 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,317
319,cust81,True,Thu Sep 21 14:29:56 +0000 2023,"@GadgetCoSupport I want to return order #929538, how do I start that",320,
320,GadgetCoSupport,False,Fri Oct 06 17:14:09 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,319
321,cust168,True,Sat May 20 04:31:55 +0000 2023,"still waiting on my refund for order #400009, it's been 13 days",322,
322,GadgetCoSupport,False,Sat Jul 08 15:54:32 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,321
323,cust128,True,Sat Jul 08 18:54:22 +0000 2023,is there a student discount available,324,
324,GadgetCoSupport,False,Wed May 17 03:00:28 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,323
325,cust140,True,Wed Jun 14 03:44:07 +0000 2023,"@GadgetCoSupport I was charged twice for order #551524, please fix this",326,
326,GadgetCoSupport,False,Fri Feb 10 11:56:21 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,325
327,cust43,True,Thu Jun 29 16:16:46 +0000 2023,"@GadgetCoSupport locked out of my account after too many tries, need help asap",328,
328,GadgetCoSupport,False,Sun Jan 22 12:50:10 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,327
329,cust172,True,Thu Jul 06 18:40:51 +0000 2023,"two factor code never arrives, can't get into my account",330,
330,GadgetCoSupport,False,Thu Mar 23 01:08:01 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,329
331,cust61,True,Wed Jul 05 13:56:21 +0000 2023,"@GadgetCoSupport where is my order?? placed it 6 days ago, nothing",332,
332,GadgetCoSupport,False,Wed Oct 18 01:10:44 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,331
333,cust196,True,Sat Oct 21 05:00:47 +0000 2023,"two factor code never arrives, can't get into my account",334,
334,GadgetCoSupport,False,Fri Sep 29 13:21:36 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,333
335,cust189,True,Wed Sep 13 18:51:01 +0000 2023,@GadgetCoSupport can I exchange this for a different size? order #361736,336,
336,GadgetCoSupport,False,Tue Jul 18 20:26:59 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,335
337,cust157,True,Sat Sep 09 07:17:17 +0000 2023,"package for order #838237 arrived completely smashed, box was crushed",338,
338,GadgetCoSupport,False,Sat Mar 04 04:56:30 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,337
339,cust175,True,Tue Jun 27 02:21:51 +0000 2023,is there a student discount available,340,
340,GadgetCoSupport,False,Mon Oct 09 19:44:23 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,339
341,cust93,True,Sat Mar 04 07:19:02 +0000 2023,@GadgetCoSupport can I exchange this for a different size? order #992717,342,
342,GadgetCoSupport,False,Mon Mar 13 08:37:09 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,341
343,cust95,True,Tue Oct 10 04:43:29 +0000 2023,@GadgetCoSupport do you guys ship to Canada?,344,
344,GadgetCoSupport,False,Tue Feb 14 02:23:37 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,343
345,cust148,True,Mon Mar 06 11:32:33 +0000 2023,requested a refund last week for #651231 and heard nothing back,346,
346,GadgetCoSupport,False,Tue Feb 07 16:22:59 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,345
347,cust47,True,Thu Aug 10 18:18:31 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #234568",348,
348,GadgetCoSupport,False,Sun Jan 29 04:31:14 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,347
349,cust182,True,Tue Jun 27 18:53:32 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #272655",350,
350,GadgetCoSupport,False,Fri May 26 02:52:16 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,349
351,cust24,True,Wed Oct 25 05:36:50 +0000 2023,@GadgetCoSupport can I exchange this for a different size? order #231250,352,
352,GadgetCoSupport,False,Wed Mar 29 23:59:01 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,351
353,cust8,True,Tue Jan 24 23:21:16 +0000 2023,"@GadgetCoSupport locked out of my account after too many tries, need help asap",354,
354,GadgetCoSupport,False,Mon Oct 23 09:38:08 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,353
355,cust161,True,Sun Jun 04 17:35:00 +0000 2023,"two factor code never arrives, can't get into my account",356,
356,GadgetCoSupport,False,Sat May 06 14:47:07 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,355
357,cust113,True,Tue Sep 05 16:54:35 +0000 2023,"@GadgetCoSupport I want to return order #822063, how do I start that",358,
358,GadgetCoSupport,False,Sat Apr 15 12:23:09 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,357
359,cust103,True,Sun Jul 09 18:44:59 +0000 2023,"@GadgetCoSupport locked out of my account after too many tries, need help asap",360,
360,GadgetCoSupport,False,Sun Oct 15 03:51:57 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,359
361,cust64,True,Sun Feb 19 01:50:32 +0000 2023,requested a refund last week for #228473 and heard nothing back,362,
362,GadgetCoSupport,False,Mon May 29 13:59:11 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,361
363,cust148,True,Sat Apr 08 05:48:05 +0000 2023,is there a student discount available,364,
364,GadgetCoSupport,False,Wed Sep 13 18:44:26 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,363
365,cust101,True,Thu May 04 07:49:59 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #621530",366,
366,GadgetCoSupport,False,Thu Oct 26 12:50:54 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,365
367,cust74,True,Sat Feb 25 15:41:22 +0000 2023,"package for order #618934 arrived completely smashed, box was crushed",368,
368,GadgetCoSupport,False,Fri Mar 10 09:37:44 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,367
369,cust14,True,Wed Jul 05 20:08:32 +0000 2023,why was I charged $56 more than the listed price on #483713,370,
370,GadgetCoSupport,False,Sun May 28 02:40:37 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,369
371,cust160,True,Tue Mar 07 03:31:12 +0000 2023,requested a refund last week for #901535 and heard nothing back,372,
372,GadgetCoSupport,False,Fri Jul 21 13:35:15 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,371
373,cust51,True,Thu Sep 14 01:27:56 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,374,
374,GadgetCoSupport,False,Tue Jan 24 01:25:00 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,373
375,cust117,True,Thu Sep 21 05:05:21 +0000 2023,"package for order #943019 arrived completely smashed, box was crushed",376,
376,GadgetCoSupport,False,Sat Jun 17 22:19:16 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,375
377,cust87,True,Mon Oct 16 10:54:54 +0000 2023,requested a refund last week for #746447 and heard nothing back,378,
378,GadgetCoSupport,False,Fri Sep 01 00:36:20 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,377
379,cust186,True,Thu Aug 31 09:40:03 +0000 2023,"@GadgetCoSupport I want to return order #536774, how do I start that",380,
380,GadgetCoSupport,False,Tue Oct 24 21:01:51 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,379
381,cust135,True,Fri Mar 17 08:49:05 +0000 2023,"Hey @GadgetCoSupport my order #711868 still hasn't arrived, it's been 17 days now",382,
382,GadgetCoSupport,False,Tue Jan 17 20:50:47 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,381
383,cust81,True,Sun Mar 19 15:02:07 +0000 2023,"just wanted to say thanks @GadgetCoSupport, support fixed my issue super fast!",384,
384,GadgetCoSupport,False,Sat Apr 15 14:56:28 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,383
385,cust133,True,Sun Oct 15 11:50:04 +0000 2023,"screen is cracked and I haven't even dropped it, order #989587",386,
386,GadgetCoSupport,False,Sat Sep 02 19:07:55 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,385
387,cust140,True,Tue May 16 22:12:43 +0000 2023,"still waiting on my refund for order #581992, it's been 19 days",388,
388,GadgetCoSupport,False,Tue Sep 05 07:00:00 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,387
389,cust77,True,Mon Apr 17 17:48:14 +0000 2023,"shoutout to @GadgetCoSupport support team, really appreciated the help today",390,
390,GadgetCoSupport,False,Mon Jun 12 17:28:08 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,389
391,cust174,True,Sat Jul 22 12:33:57 +0000 2023,@GadgetCoSupport can I exchange this for a different size? order #401769,392,
392,GadgetCoSupport,False,Thu Mar 16 10:34:30 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,391
393,cust192,True,Thu Apr 20 07:21:25 +0000 2023,"Hey @GadgetCoSupport my order #463188 still hasn't arrived, it's been 16 days now",394,
394,GadgetCoSupport,False,Tue Oct 03 09:52:17 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,393
395,cust62,True,Thu Jan 26 19:20:04 +0000 2023,"shoutout to @GadgetCoSupport support team, really appreciated the help today",396,
396,GadgetCoSupport,False,Wed Apr 26 23:13:36 +0000 2023,This made our day! Thank you for the kind words 💙 ^AK,,395
397,cust26,True,Tue Jan 03 20:02:15 +0000 2023,"Hey @GadgetCoSupport my order #533377 still hasn't arrived, it's been 12 days now",398,
398,GadgetCoSupport,False,Wed Mar 22 14:48:54 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,397
399,cust83,True,Tue Jan 31 03:15:25 +0000 2023,"two factor code never arrives, can't get into my account",400,
400,GadgetCoSupport,False,Sat Oct 21 08:27:17 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,399
401,cust10,True,Mon Sep 11 06:47:00 +0000 2023,"@GadgetCoSupport the thing I bought stopped working after like 2 days, order #283568",402,
402,GadgetCoSupport,False,Mon May 29 01:21:50 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,401
403,cust165,True,Fri Mar 10 18:21:28 +0000 2023,"Hey @GadgetCoSupport my order #451317 still hasn't arrived, it's been 11 days now",404,
404,GadgetCoSupport,False,Mon Aug 28 09:56:01 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,403
405,cust166,True,Thu Apr 06 00:30:46 +0000 2023,"Hey @GadgetCoSupport my order #446747 still hasn't arrived, it's been 7 days now",406,
406,GadgetCoSupport,False,Thu Jun 22 10:44:29 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,405
407,cust110,True,Tue Feb 14 14:35:38 +0000 2023,"got the wrong item entirely, ordered X got Y. order #284019",408,
408,GadgetCoSupport,False,Sat Feb 18 06:43:39 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,407
409,cust67,True,Mon May 01 16:15:54 +0000 2023,"@GadgetCoSupport you guys are great, quick and friendly service",410,
410,GadgetCoSupport,False,Wed May 17 12:00:04 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,409
411,cust16,True,Sun Aug 27 11:10:13 +0000 2023,"@GadgetCoSupport I want to return order #374258, how do I start that",412,
412,GadgetCoSupport,False,Thu Mar 23 14:45:38 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,411
413,cust95,True,Sun Apr 23 04:51:47 +0000 2023,@GadgetCoSupport billed me for something I never ordered,414,
414,GadgetCoSupport,False,Sat Sep 02 05:34:38 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,413
415,cust194,True,Sun May 07 21:41:34 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #536045",416,
416,GadgetCoSupport,False,Sat Feb 11 19:07:59 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,415
417,cust16,True,Sat Oct 21 19:32:21 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #181896",418,
418,GadgetCoSupport,False,Sat Mar 18 05:59:26 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,417
419,cust126,True,Tue Sep 19 16:13:10 +0000 2023,requested a refund last week for #221886 and heard nothing back,420,
420,GadgetCoSupport,False,Sun Jan 29 16:30:32 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,419
421,cust144,True,Wed Jun 07 00:47:33 +0000 2023,"@GadgetCoSupport where is my order?? placed it 20 days ago, nothing",422,
